ID,Edad,Ingreso_Anual,Género,Nivel_Educativo,Estado_Civil,Num_Hijos,Propietario_Vivienda,Compra_Realizada
440,64,42625.45721551929,M,Bachillerato,Casado,1,No,Sí
441,51,62106.83894955966,F,Bachillerato,Divorciado,1,Sí,Sí
442,49,35396.80700443297,M,Maestría,Casado,3,No,Sí
443,42,57145.36654034329,M,nan,Divorciado,2,No,Sí
444,57,57582.0523874994,M,Bachillerato,Soltero,0,Sí,Sí
445,62,,M,Bachillerato,Divorciado,3,No,Sí
446,18,91394.90058366617,M,Bachillerato,Casado,1,No,Sí
447,33,55886.23950768151,M,nan,Divorciado,2,No,Sí
448,56,42365.54561438752,M,Maestría,Soltero,0,No,Sí
449,22,49616.38531712008,M,Bachillerato,Divorciado,4,No,Sí
450,39,23463.861426663225,M,Bachillerato,nan,0,No,Sí
451,46,39579.303033664124,M,Universitario,Soltero,0,Sí,Sí
452,20,43860.76342830344,n,nan,Casado,1,Sí,No
453,29,42138.674030981114,F,Bachillerato,Divorciado,1,Sí,Sí
454,43,,M,nan,nan,4,No,Sí
455,33,37663.70101426699,F,Universitario,Divorciado,4,Sí,No
456,54,66815.46000986706,F,Universitario,Soltero,4,No,No
457,39,50003.10597377296,M,Bachillerato,Casado,3,No,No
458,46,49860.495182920786,M,Maestría,Casado,3,Sí,Sí
459,31,45081.579252306234,M,Maestría,Divorciado,1,No,Sí
460,45,52327.860257884684,n,Bachillerato,Casado,1,Sí,No
461,22,62376.47397001452,M,Bachillerato,nan,4,No,No
462,64,36993.0467643365,F,Universitario,Soltero,3,Sí,No
463,47,40128.25266387115,M,Universitario,nan,2,Sí,Sí
464,63,45444.10956835003,F,Maestría,Divorciado,3,Sí,Sí
465,22,,F,Bachillerato,Soltero,1,Sí,No
466,29,37711.13210417754,M,Universitario,Soltero,3,No,Sí
467,33,42856.68689683011,M,Maestría,nan,1,Sí,Sí
468,43,63115.83771069092,F,Maestría,Soltero,4,No,No
469,43,53938.419935028876,F,Maestría,Soltero,4,Sí,No
470,38,52903.848670513165,M,Universitario,Soltero,4,Sí,No
471,56,,M,Universitario,Divorciado,2,Sí,Sí
472,53,47939.42317400905,F,Bachillerato,Soltero,2,No,Sí
473,50,55856.972748933345,M,Bachillerato,nan,1,Sí,Sí
474,47,48451.67370601256,F,Maestría,Casado,0,Sí,Sí
475,54,53980.435240994426,M,Maestría,nan,2,No,Sí
476,40,41258.62013582627,M,nan,Soltero,1,Sí,No
477,27,13417.742625853563,M,Universitario,Casado,3,No,Sí
478,22,47985.81256720544,F,Bachillerato,Divorciado,4,Sí,Sí
479,53,71341.2220414991,M,nan,Casado,4,Sí,No
480,51,63893.23103362389,F,Bachillerato,Soltero,4,Sí,No
481,48,,n,Universitario,Divorciado,1,No,No
482,27,68541.96082709327,F,nan,Casado,4,Sí,No
483,36,51329.86386442156,F,Bachillerato,Divorciado,2,Sí,Sí
484,49,52959.73561108393,M,Bachillerato,Casado,3,Sí,Sí
485,18,40735.22156848475,F,Universitario,Casado,4,No,No
486,22,45258.90715959425,F,Bachillerato,Soltero,1,No,Sí
487,62,59236.56724656712,F,Maestría,Soltero,3,No,No
488,21,68058.26655753225,F,Universitario,Casado,4,No,Sí
489,33,47908.305864785005,n,Bachillerato,Divorciado,0,No,Sí
490,41,43247.16102722882,M,Bachillerato,Divorciado,4,No,Sí
491,33,50007.91938284896,M,Universitario,Soltero,2,Sí,No
492,19,59018.10123393672,F,Universitario,Casado,3,Sí,No
493,45,28342.177757996873,F,Bachillerato,Soltero,2,Sí,Sí
494,49,15557.28570294143,M,Maestría,Casado,0,Sí,Sí
495,44,41741.94725762625,M,Universitario,nan,0,Sí,No
496,37,31689.31361128762,F,nan,nan,2,No,No
497,41,42377.897035290334,M,Bachillerato,Divorciado,3,No,Sí
498,29,47783.29521773793,M,Maestría,Soltero,0,No,Sí
499,52,43201.2738646548,F,Bachillerato,Casado,0,Sí,No
500,50,71787.01301706118,M,nan,Soltero,4,No,Sí
501,50,54901.1714690348,F,Bachillerato,Divorciado,1,Sí,No
502,60,54507.11539416242,M,Bachillerato,Divorciado,0,No,No
503,54,59333.10716065103,F,Maestría,Casado,3,Sí,Sí
504,29,32917.50323328846,n,Bachillerato,Soltero,3,No,Sí
505,20,65586.67681130403,F,Bachillerato,Divorciado,4,Sí,Sí
506,18,48863.5357019681,F,Maestría,Soltero,3,No,No
507,50,60057.20925861819,F,Universitario,Divorciado,4,Sí,No
508,57,33922.14150439767,M,Maestría,Casado,0,No,No
509,27,26693.618509759035,M,Maestría,Casado,0,Sí,Sí
510,60,62268.344870375426,M,Maestría,Soltero,0,Sí,Sí
511,61,55646.14289146275,F,Bachillerato,Casado,0,Sí,No
512,46,36469.226684637346,M,Bachillerato,Divorciado,1,Sí,No
513,30,36955.053780879585,F,Bachillerato,Casado,1,No,Sí
514,29,66881.52176622154,F,Universitario,Divorciado,0,No,No
515,48,32158.82160699008,M,Bachillerato,Divorciado,3,No,Sí
516,63,74640.09429883945,F,Universitario,Casado,4,Sí,Sí
517,19,36490.68898028197,M,Bachillerato,Divorciado,2,No,No
518,52,59575.87888412575,F,Maestría,Divorciado,4,Sí,No
519,40,45070.72286376523,F,Bachillerato,Soltero,2,No,No
520,34,59047.81146623514,M,Universitario,Soltero,2,Sí,No
521,43,41838.289968287114,F,Universitario,Soltero,0,No,No
522,25,47558.106408915584,M,nan,nan,2,Sí,Sí
523,46,50613.78763093582,F,Maestría,Soltero,0,Sí,No
524,43,34967.18816327791,n,Bachillerato,Divorciado,1,No,Sí
525,27,61112.36518130189,F,nan,Casado,3,No,No
526,43,42301.79650292622,M,Bachillerato,Casado,2,No,No
527,51,,M,Maestría,nan,3,Sí,No
528,58,,n,Universitario,Casado,0,Sí,No
529,24,11564.995118070343,M,Maestría,Divorciado,2,Sí,No
530,21,,F,Universitario,nan,4,No,No
531,62,86189.23132419374,F,Universitario,Soltero,1,Sí,Sí
532,28,61769.06431847036,M,Universitario,Casado,1,No,No
533,46,,M,Maestría,Soltero,2,Sí,No
534,53,46056.637561875985,M,Bachillerato,Divorciado,1,No,No
535,42,50336.9883921807,M,nan,Casado,4,Sí,No
536,38,58206.78672762815,M,Bachillerato,Divorciado,3,Sí,Sí
537,53,32287.807770367326,F,nan,Soltero,4,No,Sí
538,27,66714.82542003308,M,Bachillerato,Divorciado,1,Sí,Sí
539,54,60730.719731618665,F,Maestría,Casado,3,Sí,Sí
540,26,60772.785885619014,n,Maestría,Casado,4,No,Sí
541,41,56577.13608214591,M,Maestría,Soltero,0,Sí,Sí
542,52,50294.249865409845,M,Maestría,Casado,0,No,No
543,52,60092.918539502294,F,Maestría,Divorciado,3,No,No
544,53,58877.212006120666,M,Maestría,Divorciado,3,Sí,Sí
545,35,44689.38933588464,F,Maestría,Divorciado,3,Sí,No
546,56,,F,Bachillerato,Divorciado,0,Sí,No
547,49,51527.8444289298,F,Universitario,Soltero,4,No,No
548,41,,M,Maestría,Divorciado,3,Sí,No
549,40,31413.393865191487,F,Universitario,Soltero,0,No,No
550,49,27987.1210137134,M,Maestría,Divorciado,3,Sí,Sí
551,54,52471.41261854775,F,Maestría,Soltero,3,Sí,Sí
552,29,50763.31552784027,M,Bachillerato,Divorciado,3,No,Sí
553,30,52600.124965556126,F,Universitario,Divorciado,0,Sí,Sí
554,40,53659.29796862751,M,Bachillerato,Soltero,4,Sí,Sí
555,42,46651.966180477924,M,Bachillerato,Casado,0,Sí,Sí
556,52,72347.95157903123,M,Universitario,Casado,0,Sí,No
557,58,25986.440322852268,F,Bachillerato,Casado,3,Sí,Sí
558,47,37572.54462829631,F,Maestría,nan,2,No,No
559,34,48451.17859776429,M,Maestría,Casado,2,Sí,No
560,37,25352.16783268749,F,Maestría,Casado,2,No,Sí
561,42,,F,Maestría,Soltero,0,Sí,Sí
562,39,74922.05248592027,n,Maestría,Casado,3,Sí,Sí
563,30,50313.29732443942,F,Bachillerato,Casado,2,No,No
564,36,,F,Bachillerato,Casado,1,Sí,Sí
565,53,31097.528522411296,F,nan,Soltero,1,Sí,Sí
566,29,40754.57887940784,F,Maestría,Soltero,1,No,Sí
567,58,44372.054295140944,M,Bachillerato,Casado,4,No,No
568,36,45234.27354865649,n,Universitario,Casado,3,Sí,Sí
569,29,69224.65692505654,F,Bachillerato,Soltero,0,No,Sí
570,26,58365.36591087687,M,Bachillerato,Casado,0,No,No
571,24,33328.13064594452,M,Bachillerato,Soltero,3,No,No
572,45,53697.571676480075,M,Bachillerato,Casado,4,No,No
573,31,57473.32622745178,F,Bachillerato,Soltero,3,Sí,Sí
574,48,67102.235577819,F,Universitario,nan,4,Sí,Sí
575,36,73708.1102985256,F,Maestría,Divorciado,2,No,No
576,64,34773.58712258197,F,Maestría,Soltero,2,Sí,Sí
577,33,37837.137331844926,F,Universitario,Divorciado,4,No,No
578,22,31136.332116280755,M,Maestría,Casado,3,Sí,No
579,52,46489.70211339528,F,nan,Soltero,2,Sí,No
580,29,56995.37561669502,M,Maestría,Soltero,3,No,No
581,42,64810.01774883653,F,nan,Casado,2,No,No
582,38,48860.73464536216,M,nan,nan,3,Sí,Sí
583,53,45202.28715117734,F,Maestría,Soltero,3,Sí,Sí
584,40,52276.3698837311,F,Maestría,Casado,1,Sí,Sí
585,33,37472.856475549655,F,Maestría,Soltero,4,No,Sí
586,56,81343.08082542161,F,nan,Casado,0,Sí,No
587,62,25885.08459322912,F,Bachillerato,Soltero,4,No,Sí
588,59,52771.108683435865,F,Bachillerato,Casado,3,No,No
589,56,80354.0932884446,M,Universitario,Casado,3,No,No
590,31,50101.99766839996,F,Maestría,Divorciado,4,Sí,Sí
591,48,47149.41447497758,M,Universitario,Divorciado,3,No,Sí
592,22,44638.31865784359,F,nan,Divorciado,2,Sí,No
593,52,47294.12477356388,n,nan,Casado,3,No,Sí
594,40,70592.72712014796,M,Maestría,Soltero,4,Sí,Sí
595,46,16822.0713300574,M,nan,nan,4,Sí,Sí
596,60,73001.50551944488,M,Maestría,Divorciado,4,No,Sí
597,28,,M,Maestría,Casado,1,No,No
598,35,46000.21506148378,M,Universitario,Divorciado,1,Sí,No
599,64,43561.33369552007,F,Universitario,Divorciado,1,Sí,Sí
600,29,58828.299046560795,M,Universitario,Soltero,1,No,No
601,26,26028.134721743787,F,nan,Soltero,1,No,No
602,27,56932.58999122914,F,Bachillerato,Divorciado,1,Sí,Sí
603,61,80364.64434930279,M,Bachillerato,Divorciado,1,Sí,Sí
604,34,29552.389931107842,M,nan,nan,4,No,No
605,55,52845.592514155935,F,Universitario,Divorciado,0,Sí,No
606,24,40070.26733305086,M,Maestría,Casado,1,No,No
607,63,56388.30809289554,M,Bachillerato,Divorciado,4,No,Sí
608,30,50287.21666123628,M,Universitario,Soltero,0,No,No
609,57,40377.69636433535,M,Bachillerato,Soltero,1,No,No
610,59,57318.08427306611,M,nan,Divorciado,0,Sí,Sí
611,26,77065.22164680115,M,Universitario,Casado,0,No,No
612,44,47136.44312409052,M,Maestría,Casado,2,No,Sí
613,19,60796.369132222724,F,Maestría,Casado,3,Sí,Sí
614,22,30600.905631932543,n,Bachillerato,Divorciado,2,Sí,No
615,46,35653.45434772987,F,Maestría,Divorciado,0,No,Sí
616,54,57086.09416820566,n,Maestría,Soltero,4,No,Sí
617,55,72261.74042803947,F,Maestría,Soltero,1,No,No
618,36,55334.2002317849,F,Universitario,Divorciado,3,No,Sí
619,25,45304.12954215269,n,Maestría,Soltero,1,No,No
620,62,49989.37108135031,F,Bachillerato,Casado,4,No,Sí
621,18,31243.883990454236,F,Universitario,Casado,3,Sí,Sí
622,39,59067.7298953305,F,Universitario,Divorciado,2,Sí,No
623,34,63234.99593485113,F,Maestría,Casado,0,No,No
624,24,43218.645007503794,F,Universitario,Divorciado,4,Sí,No
625,42,42949.36778360748,M,Bachillerato,Casado,0,Sí,Sí
626,62,53988.173444780725,M,Bachillerato,Divorciado,0,No,No
627,21,,F,Universitario,Casado,1,Sí,Sí
628,53,49008.01078061266,M,Maestría,Casado,4,Sí,No
629,23,81495.82683749773,M,Maestría,Soltero,0,No,Sí
630,48,46294.61448881005,F,Universitario,Soltero,2,No,No
631,36,44624.89771968167,F,Bachillerato,Soltero,3,No,Sí
632,61,40286.87291547261,F,Universitario,Soltero,4,Sí,No
633,56,61162.87957249905,M,Maestría,Soltero,1,No,Sí
634,44,47281.637401728454,F,Maestría,Soltero,4,Sí,Sí
635,27,40259.40442517861,M,Universitario,Divorciado,1,No,Sí
636,43,69819.56048409519,M,Bachillerato,nan,3,No,Sí
637,36,71294.04506770456,M,Universitario,Soltero,2,No,No
638,56,40993.64651391942,F,Bachillerato,nan,0,No,Sí
639,20,,M,Bachillerato,Soltero,4,Sí,No
640,62,65112.705347553834,F,Universitario,Divorciado,1,Sí,Sí
641,30,39730.55261359994,F,Universitario,nan,3,No,No
642,45,61859.38398744153,F,Bachillerato,Divorciado,0,Sí,Sí
643,37,20448.442734322467,F,Bachillerato,Divorciado,3,No,Sí
644,45,63388.96007448964,F,Bachillerato,Divorciado,2,No,No
645,25,31832.42106078828,M,Bachillerato,Casado,0,Sí,No
646,58,60961.46178599787,M,nan,Soltero,0,Sí,Sí
647,56,50214.096017546515,M,Universitario,Divorciado,0,No,No
648,18,35690.90870905033,M,Bachillerato,Divorciado,1,No,No
649,20,43894.455306098294,M,Universitario,Casado,0,No,No
650,30,,F,Bachillerato,Soltero,3,Sí,Sí
651,45,51588.41679672851,F,nan,Divorciado,1,No,No
652,42,,n,Universitario,Casado,0,No,Sí
653,50,79646.60876773228,n,Bachillerato,Soltero,3,No,No
654,55,26536.37582433423,n,Bachillerato,Soltero,3,No,No
655,23,74258.18862452936,F,Universitario,Divorciado,4,No,Sí
656,61,51565.339062848194,F,Universitario,nan,3,No,No
657,62,36518.23927515308,F,Universitario,Divorciado,2,Sí,No
658,49,,M,nan,nan,0,No,No
659,62,,M,Bachillerato,Casado,0,No,No
660,64,63824.75167886689,M,Maestría,Casado,0,Sí,No
661,38,48086.763194336985,M,Maestría,Divorciado,3,Sí,No
662,33,72667.3239537102,F,Bachillerato,Soltero,3,No,No
663,38,28232.364649226616,M,nan,Divorciado,0,Sí,Sí
664,28,49818.66578230918,n,Maestría,Soltero,1,No,Sí
665,54,31214.098333803213,M,Bachillerato,Soltero,1,Sí,Sí
666,53,55454.47823937452,F,Universitario,nan,2,Sí,Sí
667,52,63303.31085145951,F,Universitario,Casado,4,No,Sí
668,36,43688.5730947842,M,Maestría,Soltero,2,Sí,No
669,37,10936.792150592984,F,Maestría,Soltero,0,No,Sí
670,35,52984.22220194742,F,Bachillerato,Casado,0,Sí,Sí
671,64,56551.07827600264,n,Bachillerato,Soltero,0,No,No
672,58,56064.421324425464,F,Maestría,Soltero,4,Sí,Sí
673,31,68536.73287733231,F,Maestría,Divorciado,3,No,No
674,32,33934.19480526427,M,Universitario,Soltero,4,No,No
675,48,60203.24158175674,M,nan,Soltero,2,No,Sí
676,18,67887.61268716963,M,Bachillerato,Soltero,3,No,Sí
677,20,23321.186239902247,F,nan,Soltero,3,Sí,No
678,33,,F,Bachillerato,Soltero,2,No,No
679,40,42437.302534884926,F,Bachillerato,Casado,3,Sí,Sí
680,28,48777.15990347531,F,Bachillerato,Soltero,1,Sí,No
681,29,55215.14725307505,M,Universitario,nan,2,No,Sí
682,27,42691.57153829672,M,Maestría,Casado,2,No,Sí
683,49,,M,Maestría,Casado,1,Sí,Sí
684,33,50512.28626232037,M,Universitario,Soltero,4,Sí,Sí
685,25,33691.31091705796,M,Maestría,Soltero,4,Sí,No
686,55,33712.62306672222,M,Bachillerato,nan,4,No,No
687,29,60190.59924434755,F,nan,Divorciado,3,No,Sí
688,41,,n,Universitario,Divorciado,1,Sí,Sí
689,45,59994.68751363818,M,Maestría,Soltero,2,Sí,No
690,25,56938.86939280927,F,nan,Casado,2,Sí,No
691,45,24112.89906814105,M,Bachillerato,Soltero,2,No,No
692,53,,M,Universitario,Casado,3,Sí,No
693,43,67911.6410457106,F,Universitario,Casado,3,Sí,No
694,25,35282.517032904776,M,Universitario,Casado,4,Sí,Sí
695,45,43033.93606535919,M,Bachillerato,Soltero,3,Sí,Sí
696,45,56930.913398778444,M,Maestría,Soltero,4,No,Sí
697,54,61750.85763923893,F,Maestría,Casado,4,Sí,Sí
698,58,46226.91670933257,n,Universitario,Divorciado,2,No,No
699,53,41037.347079625375,F,Maestría,Divorciado,3,No,No
700,44,,F,Maestría,Divorciado,4,Sí,Sí
701,34,76083.49495696368,M,Universitario,Casado,1,No,Sí
702,26,64682.87076172693,F,nan,Soltero,1,Sí,No
703,50,51279.77213847536,F,Bachillerato,Casado,3,Sí,Sí
704,37,37876.0141753861,F,Bachillerato,Divorciado,2,Sí,Sí
705,30,37543.333901651524,M,nan,Soltero,2,Sí,No
706,45,57837.71157898636,n,Bachillerato,Casado,4,Sí,No
707,46,56275.97331333026,F,Maestría,Casado,3,No,No
708,30,71023.97889419644,M,Maestría,Divorciado,1,No,Sí
709,63,59756.75138804209,M,Bachillerato,Casado,4,Sí,No
710,52,27453.79547360273,M,Bachillerato,Soltero,4,No,No
711,23,65779.21426584378,M,Universitario,Divorciado,0,Sí,Sí
712,35,35029.090590283806,F,Maestría,Divorciado,3,No,No
713,22,44240.43092071472,M,Maestría,Soltero,4,No,Sí
714,64,53753.00309377542,F,Bachillerato,Divorciado,1,Sí,Sí
715,42,79935.01234675947,F,Maestría,Casado,0,No,Sí
716,19,,n,Universitario,Casado,1,No,Sí
717,27,59100.84588704274,n,Universitario,nan,2,No,No
718,47,,F,Maestría,Soltero,0,Sí,Sí
719,62,58017.584727208254,M,Bachillerato,Casado,0,No,No
720,22,63314.831388107545,F,Maestría,Soltero,4,No,No
721,50,45189.98561664212,F,Universitario,Casado,2,No,No
722,18,76928.17033868484,n,Bachillerato,Casado,4,No,No
723,35,53451.06138787103,M,Maestría,Divorciado,3,No,No
724,49,57466.14633637091,F,Bachillerato,Divorciado,1,No,Sí
725,64,59988.86378081692,F,Bachillerato,Soltero,1,No,No
726,28,56323.79915921683,M,Universitario,Divorciado,4,No,Sí
727,38,62584.10750704419,n,Bachillerato,Casado,1,No,Sí
728,43,,F,Maestría,Casado,1,Sí,Sí
729,42,41625.473690809544,M,nan,Soltero,3,No,No
730,39,33497.68650542457,F,Bachillerato,nan,2,No,No
731,44,56592.51845930339,F,Maestría,Casado,0,No,No
732,30,61684.04755268171,F,Universitario,Divorciado,4,No,No
733,50,56866.59299227829,F,Universitario,Divorciado,4,No,Sí
734,51,75117.38650021306,F,Maestría,Soltero,3,Sí,No
735,58,49916.059717564305,M,nan,nan,3,Sí,No
736,52,60031.12483388769,M,Universitario,Casado,0,Sí,Sí
737,18,,M,Bachillerato,Casado,2,Sí,Sí
738,38,44193.50446288398,F,Maestría,Soltero,4,No,Sí
739,23,60433.066363486665,F,Bachillerato,Casado,3,No,Sí
740,45,62736.531661147164,F,Maestría,Soltero,4,No,Sí
741,34,45590.49578503727,M,Universitario,Soltero,1,Sí,Sí
742,22,48926.011222129,F,Bachillerato,Divorciado,4,Sí,Sí
743,48,27231.89379978786,F,Bachillerato,Soltero,2,Sí,No
744,22,44644.56198790086,F,Maestría,Casado,2,Sí,No
745,55,63355.74745279679,M,Bachillerato,nan,4,No,Sí
746,20,58628.07524159849,M,Maestría,Divorciado,1,No,Sí
747,40,57509.985820718146,F,Universitario,Casado,2,Sí,No
748,54,50746.6053077144,F,nan,nan,3,No,Sí
749,54,50105.94737942264,F,nan,Casado,4,Sí,Sí
750,27,40095.18290789829,M,Bachillerato,Soltero,1,Sí,Sí
751,27,60482.426303038024,M,Maestría,Divorciado,3,Sí,Sí
752,36,56314.59416584085,M,Maestría,Soltero,4,Sí,Sí
753,34,57380.28271989199,F,Maestría,Soltero,1,No,No
754,38,42109.4773599863,M,Universitario,Soltero,3,No,Sí
755,31,17699.856201931336,F,nan,nan,2,Sí,Sí
756,26,66457.29067630543,F,Universitario,Divorciado,4,Sí,Sí
757,63,42817.438159873935,M,Maestría,Divorciado,4,No,No
758,18,37058.36353935319,F,Maestría,Soltero,2,No,No
759,62,60402.1836787099,M,Universitario,Casado,0,Sí,Sí
760,30,44119.81040121306,F,Universitario,nan,3,Sí,Sí
761,21,65899.04576069933,n,Bachillerato,Soltero,2,Sí,Sí
762,18,59255.089243650466,M,Maestría,Casado,4,Sí,Sí
763,57,60253.53984800716,n,nan,Casado,3,Sí,No
764,49,29510.664331991986,F,Maestría,Soltero,3,No,No
765,51,68179.159780796,F,Maestría,Divorciado,0,No,Sí
766,45,53918.75796850784,n,Bachillerato,Casado,4,Sí,Sí
767,48,44460.84291130695,F,Bachillerato,Divorciado,1,Sí,No
768,25,52150.82701013377,n,Bachillerato,Divorciado,0,Sí,No
769,56,23356.471506525202,F,Universitario,Casado,0,Sí,Sí
770,43,56129.792172210065,F,Maestría,Soltero,1,No,Sí
771,51,34559.42737726893,M,Universitario,Casado,1,No,Sí
772,20,29709.945712346984,n,Universitario,Casado,0,Sí,No
773,29,27164.612206731632,F,Bachillerato,Divorciado,3,No,No
774,18,66690.32562484888,F,Maestría,Soltero,2,Sí,No
775,61,40561.04909460817,M,Maestría,Divorciado,2,Sí,No
776,22,73005.91564874748,F,Bachillerato,Casado,0,No,Sí
777,47,41962.978054215535,n,Maestría,nan,3,Sí,No
778,47,24389.630636105798,M,Bachillerato,nan,1,No,No
779,34,33252.13340077011,M,Universitario,Soltero,0,Sí,No
780,64,68537.17430010409,F,Universitario,Soltero,4,Sí,Sí
781,40,47661.52733094999,F,Bachillerato,Soltero,3,Sí,No
782,32,41775.69055264098,F,Universitario,Casado,4,Sí,No
783,54,52400.273387791814,M,Universitario,nan,4,No,No
784,38,57526.741042513175,M,Bachillerato,Casado,0,Sí,Sí
785,31,66760.9822385369,M,Universitario,Divorciado,3,No,No
786,19,71727.4884483939,n,Maestría,Soltero,4,No,Sí
787,28,44603.470313163714,M,Universitario,Soltero,3,Sí,Sí
788,56,,M,Bachillerato,Casado,2,No,No
789,55,43798.02258315086,F,Maestría,Soltero,4,Sí,Sí
790,51,53904.20759874329,M,Maestría,Divorciado,4,No,No
791,55,35543.61610684084,M,Universitario,Soltero,3,No,Sí
792,51,35642.73627657436,F,Maestría,Soltero,2,Sí,Sí
793,35,55156.81822324828,F,Bachillerato,Divorciado,4,Sí,No
794,47,49270.214726443235,M,Maestría,Casado,0,No,No
795,32,50491.9549311738,F,Universitario,nan,3,Sí,Sí
796,44,38622.569979498956,M,Universitario,Soltero,3,Sí,Sí
797,51,46543.98928691349,n,Maestría,Divorciado,4,No,Sí
798,55,36136.502835975436,M,Bachillerato,Casado,2,No,Sí
799,50,63352.9761668718,F,Bachillerato,Casado,4,Sí,No
800,41,65528.74002085629,M,Universitario,Casado,1,No,Sí
801,32,,F,Universitario,Soltero,4,Sí,Sí
802,47,,F,Bachillerato,Divorciado,1,Sí,No
803,59,,F,Maestría,Soltero,0,No,Sí
804,34,40249.64098389653,F,Maestría,Casado,3,Sí,No
805,22,48748.43045314459,F,nan,Divorciado,3,No,No
806,46,28255.321704522048,F,Maestría,Soltero,2,Sí,No
807,21,36172.1028031203,F,Bachillerato,Casado,4,Sí,Sí
808,27,34940.63941877752,M,Universitario,nan,0,Sí,No
809,34,53109.00994098416,M,Universitario,Soltero,1,No,No
810,27,51040.16505554376,F,nan,Casado,2,No,No
811,34,39173.9366999412,F,Bachillerato,Casado,0,Sí,Sí
812,37,52652.31308209097,M,Bachillerato,Divorciado,0,No,Sí
813,41,41799.79873119102,M,Maestría,Casado,1,No,Sí
814,22,45925.1733451092,F,Maestría,Soltero,1,Sí,Sí
815,51,75101.78135447805,M,Maestría,Divorciado,3,No,No
816,23,70106.91577685522,M,Universitario,Soltero,4,No,No
817,19,30506.281446086035,F,Maestría,Casado,2,No,No
818,30,62445.98626818762,F,nan,Divorciado,4,Sí,Sí
819,60,62170.948317373884,n,Bachillerato,nan,2,Sí,No
820,60,32776.050668710726,M,Bachillerato,Divorciado,0,No,Sí
821,28,62281.66465632291,F,nan,Divorciado,1,Sí,Sí
822,64,73068.97877618829,F,nan,Soltero,1,No,Sí
823,40,33161.82790633379,M,Universitario,Casado,0,Sí,No
824,33,36237.457684786044,F,Universitario,Casado,0,No,No
825,48,65264.922002652536,M,Maestría,Divorciado,2,Sí,Sí
826,28,54072.42966238472,M,Bachillerato,Casado,0,No,No
827,33,58272.144128592845,M,Maestría,Soltero,2,Sí,Sí
828,25,55108.83824600745,M,Universitario,Casado,4,No,No
829,21,,M,Maestría,Soltero,1,Sí,Sí
830,57,30102.918075333757,M,Maestría,Soltero,1,Sí,Sí
831,21,,n,Bachillerato,Casado,1,Sí,Sí
832,42,67543.8498864166,F,Maestría,Soltero,4,No,No
833,20,46559.13883897958,F,Bachillerato,Soltero,4,No,No
834,49,49347.84575279206,M,Universitario,Soltero,3,No,No
835,20,,F,nan,Soltero,2,Sí,No
836,44,57713.821340267525,M,Universitario,nan,2,No,No
837,46,58580.86162571216,F,Bachillerato,Casado,3,Sí,Sí
838,49,49067.134745010335,M,Universitario,Divorciado,1,Sí,No
839,36,66865.30039805754,F,Universitario,nan,2,Sí,Sí
840,38,44988.84153530089,M,Bachillerato,Casado,2,No,No
841,22,58469.088888404,F,Universitario,Soltero,1,Sí,No
842,35,34705.034919618265,M,Universitario,nan,0,No,No
843,45,49646.71773688643,F,Universitario,Divorciado,0,No,Sí
844,59,47384.68613145746,M,Maestría,Casado,3,Sí,No
845,39,,F,Universitario,Soltero,4,No,Sí
846,38,44457.096067499624,F,Bachillerato,Casado,2,Sí,No
847,23,48027.911064924985,F,Maestría,Casado,2,Sí,Sí
848,18,62390.707571622595,M,nan,nan,3,No,Sí
849,22,43448.53644142674,M,Bachillerato,Soltero,3,Sí,Sí
850,58,25901.34348891981,n,Universitario,Casado,2,Sí,Sí
851,29,76243.75856308131,M,Maestría,Divorciado,1,Sí,No
852,43,70721.8111803573,M,Maestría,Casado,1,No,No
853,63,30616.05957341572,F,Maestría,nan,4,No,Sí
854,51,60345.61707867791,M,Universitario,nan,2,No,No
855,31,42455.37844172985,F,Maestría,Casado,2,Sí,Sí
856,43,53952.30822996589,F,Bachillerato,Casado,2,Sí,No
857,62,54413.3619352024,M,Universitario,Casado,2,No,No
858,44,46483.88299525517,F,Bachillerato,Soltero,3,No,No
859,26,38243.51501620405,M,Bachillerato,Divorciado,0,No,Sí
860,43,39641.88421525611,M,Maestría,Divorciado,2,No,No
861,64,,M,Maestría,Casado,0,No,Sí
862,39,37522.66687654333,F,Maestría,nan,1,Sí,No
863,64,48992.32564925967,M,Bachillerato,Soltero,4,No,Sí
864,47,39263.60016333872,n,Universitario,Soltero,1,Sí,No
865,60,60230.7809856893,M,Maestría,Soltero,2,Sí,Sí
866,34,72308.6923300389,F,Maestría,Soltero,1,Sí,Sí
867,43,41299.201379449354,n,nan,Soltero,3,Sí,Sí
868,53,53591.067508030654,F,Universitario,Casado,0,No,No
869,18,57495.27665454401,F,Bachillerato,Divorciado,2,Sí,Sí
870,25,57080.03406378911,M,Maestría,Divorciado,3,No,No
871,52,,n,Bachillerato,Casado,0,Sí,Sí
872,32,61140.23627539584,F,Maestría,Divorciado,3,No,Sí
873,64,57233.73429020986,n,Universitario,Soltero,1,No,Sí
874,39,31435.063665090533,M,Bachillerato,Soltero,2,Sí,No
875,31,63037.340965839096,M,Maestría,Divorciado,1,No,No
876,43,63309.36255900113,F,Maestría,Soltero,4,Sí,No
877,45,38550.70843732128,M,Maestría,Soltero,2,No,No
878,40,50569.067531714034,F,Maestría,Divorciado,1,Sí,No
879,31,60249.93489216604,F,Bachillerato,Casado,2,Sí,No
880,41,46860.29270630958,F,Maestría,Divorciado,0,No,No
