ID,Edad,Ingreso_Anual,Género,Nivel_Educativo,Estado_CivTil,Num_Hijos,Propietario_Vivienda,"Compra Realizada",Fecha_Compra
623,34.0,63234.99593485113,F,Maestría,Casado,0,No,No,24 de March del 2017
624,24.0,43218.645007503794,F,Universitario,Divorciado,4,Sí,No,3 de August del 2022
625,42.0,42949.36778360748,M,Bachillerato,Casado,0,Sí,Sí,6 de July del 2019
626,62.0,53988.173444780725,M,Bachillerato,Divorciado,0,No,No,
627,21.0,,F,Universitario,Casado,1,Sí,Sí,Invalid Date
628,53.0,49008.01078061266,M,Maestría,Casado,4,Sí,No,26 de July del 2023
629,23.0,81495.82683749773,M,Maestría,Soltero,0,No,Sí,
630,48.0,46294.61448881005,F,Universitario,Soltero,2,No,No,8 de June del 2020
631,36.0,44624.89771968167,F,Bachillerato,Soltero,3,No,Sí,9 de January del 2019
632,61.0,40286.87291547261,F,Universitario,Soltero,4,Sí,No,27 de October del 2015
633,56.0,61162.87957249905,M,Maestría,Soltero,1,No,Sí,5 de February del 2016
634,44.0,47281.637401728454,F,Maestría,Soltero,4,Sí,Sí,
635,27.0,40259.40442517861,M,Universitario,Divorciado,1,No,Sí,8 de May del 2016
636,43.0,69819.56048409519,M,Bachillerato,,3,No,Sí,Invalid Date
637,36.0,71294.04506770456,M,Universitario,Soltero,2,No,No,25 de February del 2022
638,56.0,40993.64651391942,F,Bachillerato,,0,No,Sí,Invalid Date
639,20.0,,M,Bachillerato,Soltero,4,Sí,No,24 de November del 2020
640,62.0,65112.705347553834,F,Universitario,Divorciado,1,Sí,Sí,16 de May del 2015
641,30.0,39730.55261359994,F,Universitario,,3,No,No,18 de October del 2022
642,45.0,61859.38398744153,F,Bachillerato,Divorciado,0,Sí,Sí,11 de March del 2023
643,37.0,20448.442734322467,F,Bachillerato,Divorciado,3,No,Sí,10 de October del 2019
644,45.0,63388.96007448964,F,Bachillerato,Divorciado,2,No,No,5 de October del 2015
645,25.0,31832.42106078828,M,Bachillerato,Casado,0,Sí,No,30 de September del 2020
646,58.0,60961.46178599787,M,,Soltero,0,Sí,Sí,Invalid Date
647,56.0,50214.096017546515,M,Universitario,Divorciado,0,No,No,18 de July del 2020
648,18.0,35690.90870905033,M,Bachillerato,Divorciado,1,No,No,24 de April del 2017
649,20.0,43894.455306098294,M,Universitario,Casado,0,No,No,6 de September del 2018
650,30.0,,F,Bachillerato,Soltero,3,Sí,Sí,18 de June del 2019
651,45.0,51588.41679672851,F,,Divorciado,1,No,No,4 de November del 2021
652,42.0,,n,Universitario,Casado,0,No,Sí,23 de March del 2016
653,50.0,79646.60876773228,n,Bachillerato,Soltero,3,No,No,Invalid Date
654,55.0,26536.37582433423,n,Bachillerato,Soltero,3,No,No,
655,23.0,74258.18862452936,F,Universitario,Divorciado,4,No,Sí,
656,61.0,51565.339062848194,F,Universitario,,3,No,No,2 de May del 2020
657,62.0,36518.23927515308,F,Universitario,Divorciado,2,Sí,No,15 de April del 2020
658,49.0,,M,,,0,No,No,6 de August del 2018
659,62.0,,M,Bachillerato,Casado,0,No,No,26 de March del 2019
660,64.0,63824.75167886689,M,Maestría,Casado,0,Sí,No,30 de January del 2015
661,38.0,48086.763194336985,M,Maestría,Divorciado,3,Sí,No,12 de October del 2021
662,33.0,72667.3239537102,F,Bachillerato,Soltero,3,No,No,21 de December del 2021
663,38.0,28232.364649226616,M,,Divorciado,0,Sí,Sí,
664,28.0,49818.66578230918,n,Maestría,Soltero,1,No,Sí,Invalid Date
665,54.0,31214.098333803213,M,Bachillerato,Soltero,1,Sí,Sí,18 de October del 2015
666,53.0,55454.47823937452,F,Universitario,,2,Sí,Sí,2 de July del 2022
667,52.0,63303.31085145951,F,Universitario,Casado,4,No,Sí,22 de September del 2022
668,36.0,43688.5730947842,M,Maestría,Soltero,2,Sí,No,5 de August del 2021
669,37.0,10936.792150592984,F,Maestría,Soltero,0,No,Sí,
670,35.0,52984.22220194742,F,Bachillerato,Casado,0,Sí,Sí,27 de February del 2022
671,64.0,56551.07827600264,n,Bachillerato,Soltero,0,No,No,11 de August del 2021
672,58.0,56064.421324425464,F,Maestría,Soltero,4,Sí,Sí,25 de February del 2017
673,31.0,68536.73287733231,F,Maestría,Divorciado,3,No,No,22 de November del 2017
674,32.0,33934.19480526427,M,Universitario,Soltero,4,No,No,1 de January del 2018
675,48.0,60203.24158175674,M,,Soltero,2,No,Sí,29 de October del 2023
676,18.0,67887.61268716963,M,Bachillerato,Soltero,3,No,Sí,Invalid Date
677,20.0,23321.186239902247,F,,Soltero,3,Sí,No,29 de September del 2019
678,33.0,,F,Bachillerato,Soltero,2,No,No,21 de April del 2022
679,40.0,42437.302534884926,F,Bachillerato,Casado,3,Sí,Sí,31 de January del 2021
680,28.0,48777.15990347531,F,Bachillerato,Soltero,1,Sí,No,13 de April del 2016
681,29.0,55215.14725307505,M,Universitario,,2,No,Sí,26 de March del 2020
682,27.0,42691.57153829672,M,Maestría,Casado,2,No,Sí,2 de December del 2015
683,49.0,,M,Maestría,Casado,1,Sí,Sí,2 de September del 2023
684,33.0,50512.28626232037,M,Universitario,Soltero,4,Sí,Sí,24 de August del 2021
685,25.0,33691.31091705796,M,Maestría,Soltero,4,Sí,No,Invalid Date
686,55.0,33712.62306672222,M,Bachillerato,,4,No,No,18 de December del 2016
687,29.0,60190.59924434755,F,,Divorciado,3,No,Sí,19 de December del 2017
688,41.0,,n,Universitario,Divorciado,1,Sí,Sí,14 de January del 2015
689,45.0,59994.68751363818,M,Maestría,Soltero,2,Sí,No,Invalid Date
690,25.0,56938.86939280927,F,,Casado,2,Sí,No,7 de June del 2022
691,45.0,24112.89906814105,M,Bachillerato,Soltero,2,No,No,13 de July del 2020
692,53.0,,M,Universitario,Casado,3,Sí,No,8 de October del 2021
693,43.0,67911.6410457106,F,Universitario,Casado,3,Sí,No,15 de November del 2018
694,25.0,35282.517032904776,M,Universitario,Casado,4,Sí,Sí,15 de September del 2015
695,45.0,43033.93606535919,M,Bachillerato,Soltero,3,Sí,Sí,Invalid Date
696,45.0,56930.913398778444,M,Maestría,Soltero,4,No,Sí,12 de July del 2019
697,54.0,61750.85763923893,F,Maestría,Casado,4,Sí,Sí,25 de November del 2015
698,58.0,46226.91670933257,n,Universitario,Divorciado,2,No,No,9 de August del 2015
699,53.0,41037.347079625375,F,Maestría,Divorciado,3,No,No,10 de August del 2015
700,44.0,,F,Maestría,Divorciado,4,Sí,Sí,12 de May del 2020
701,34.0,76083.49495696368,M,Universitario,Casado,1,No,Sí,Invalid Date
702,26.0,64682.87076172693,F,,Soltero,1,Sí,No,11 de October del 2023
703,50.0,51279.77213847536,F,Bachillerato,Casado,3,Sí,Sí,4 de May del 2017
704,37.0,37876.0141753861,F,Bachillerato,Divorciado,2,Sí,Sí,4 de August del 2021
705,30.0,37543.333901651524,M,,Soltero,2,Sí,No,Invalid Date
706,45.0,57837.71157898636,n,Bachillerato,Casado,4,Sí,No,11 de September del 2021
707,46.0,56275.97331333026,F,Maestría,Casado,3,No,No,12 de April del 2022
708,30.0,71023.97889419644,M,Maestría,Divorciado,1,No,Sí,20 de July del 2018
709,63.0,59756.75138804209,M,Bachillerato,Casado,4,Sí,No,10 de March del 2018
710,52.0,27453.79547360273,M,Bachillerato,Soltero,4,No,No,23 de June del 2020
711,23.0,65779.21426584378,M,Universitario,Divorciado,0,Sí,Sí,19 de April del 2015
712,35.0,35029.090590283806,F,Maestría,Divorciado,3,No,No,21 de March del 2017
713,22.0,44240.43092071472,M,Maestría,Soltero,4,No,Sí,7 de April del 2017
714,64.0,53753.00309377542,F,Bachillerato,Divorciado,1,Sí,Sí,29 de August del 2021
715,42.0,79935.01234675947,F,Maestría,Casado,0,No,Sí,2 de February del 2018
716,19.0,,n,Universitario,Casado,1,No,Sí,17 de June del 2022
717,27.0,59100.84588704274,n,Universitario,,2,No,No,6 de November del 2020
718,47.0,,F,Maestría,Soltero,0,Sí,Sí,26 de September del 2023
719,62.0,58017.584727208254,M,Bachillerato,Casado,0,No,No,23 de May del 2020
720,22.0,63314.831388107545,F,Maestría,Soltero,4,No,No,
721,50.0,45189.98561664212,F,Universitario,Casado,2,No,No,15 de April del 2016
722,18.0,76928.17033868484,n,Bachillerato,Casado,4,No,No,14 de June del 2021
723,35.0,53451.06138787103,M,Maestría,Divorciado,3,No,No,21 de December del 2021
724,49.0,57466.14633637091,F,Bachillerato,Divorciado,1,No,Sí,26 de April del 2021
725,64.0,59988.86378081692,F,Bachillerato,Soltero,1,No,No,14 de January del 2020
726,28.0,56323.79915921683,M,Universitario,Divorciado,4,No,Sí,7 de April del 2017
727,38.0,62584.10750704419,n,Bachillerato,Casado,1,No,Sí,30 de December del 2018
728,43.0,,F,Maestría,Casado,1,Sí,Sí,Invalid Date
729,42.0,41625.473690809544,M,,Soltero,3,No,No,30 de September del 2017
730,39.0,33497.68650542457,F,Bachillerato,,2,No,No,26 de July del 2020
731,44.0,56592.51845930339,F,Maestría,Casado,0,No,No,4 de January del 2023
732,30.0,61684.04755268171,F,Universitario,Divorciado,4,No,No,29 de March del 2015
733,50.0,56866.59299227829,F,Universitario,Divorciado,4,No,Sí,25 de December del 2016
734,51.0,75117.38650021306,F,Maestría,Soltero,3,Sí,No,5 de December del 2017
735,58.0,49916.059717564305,M,,,3,Sí,No,10 de October del 2021
736,52.0,60031.12483388769,M,Universitario,Casado,0,Sí,Sí,8 de September del 2015
737,18.0,,M,Bachillerato,Casado,2,Sí,Sí,Invalid Date
738,38.0,44193.50446288398,F,Maestría,Soltero,4,No,Sí,25 de June del 2021
739,23.0,60433.066363486665,F,Bachillerato,Casado,3,No,Sí,27 de September del 2019
740,45.0,62736.531661147164,F,Maestría,Soltero,4,No,Sí,25 de June del 2023
741,34.0,45590.49578503727,M,Universitario,Soltero,1,Sí,Sí,22 de September del 2015
742,22.0,48926.011222129,F,Bachillerato,Divorciado,4,Sí,Sí,31 de January del 2016
743,48.0,27231.89379978786,F,Bachillerato,Soltero,2,Sí,No,16 de December del 2022
744,22.0,44644.56198790086,F,Maestría,Casado,2,Sí,No,23 de April del 2020
745,55.0,63355.74745279679,M,Bachillerato,,4,No,Sí,
746,20.0,58628.07524159849,M,Maestría,Divorciado,1,No,Sí,5 de February del 2015
747,40.0,57509.985820718146,F,Universitario,Casado,2,Sí,No,7 de February del 2023
748,54.0,50746.6053077144,F,,,3,No,Sí,9 de March del 2018
749,54.0,50105.94737942264,F,,Casado,4,Sí,Sí,17 de July del 2015
750,27.0,40095.18290789829,M,Bachillerato,Soltero,1,Sí,Sí,
751,27.0,60482.426303038024,M,Maestría,Divorciado,3,Sí,Sí,25 de January del 2018
752,36.0,56314.59416584085,M,Maestría,Soltero,4,Sí,Sí,15 de January del 2016
753,34.0,57380.28271989199,F,Maestría,Soltero,1,No,No,16 de April del 2022
754,38.0,42109.4773599863,M,Universitario,Soltero,3,No,Sí,7 de March del 2021
755,31.0,17699.856201931336,F,,,2,Sí,Sí,7 de July del 2015
756,26.0,66457.29067630543,F,Universitario,Divorciado,4,Sí,Sí,2 de August del 2015
757,63.0,42817.438159873935,M,Maestría,Divorciado,4,No,No,10 de December del 2023
758,18.0,37058.36353935319,F,Maestría,Soltero,2,No,No,20 de January del 2015
759,62.0,60402.1836787099,M,Universitario,Casado,0,Sí,Sí,20 de April del 2020
760,30.0,44119.81040121306,F,Universitario,,3,Sí,Sí,24 de June del 2021
761,21.0,65899.04576069933,n,Bachillerato,Soltero,2,Sí,Sí,9 de September del 2015
762,18.0,59255.089243650466,M,Maestría,Casado,4,Sí,Sí,10 de December del 2019
763,57.0,60253.53984800716,n,,Casado,3,Sí,No,18 de May del 2021
764,49.0,29510.664331991986,F,Maestría,Soltero,3,No,No,9 de May del 2021
765,51.0,68179.159780796,F,Maestría,Divorciado,0,No,Sí,
766,45.0,53918.75796850784,n,Bachillerato,Casado,4,Sí,Sí,5 de November del 2022
767,48.0,44460.84291130695,F,Bachillerato,Divorciado,1,Sí,No,2 de March del 2019
768,25.0,52150.82701013377,n,Bachillerato,Divorciado,0,Sí,No,
769,56.0,23356.471506525202,F,Universitario,Casado,0,Sí,Sí,Invalid Date
770,43.0,56129.792172210065,F,Maestría,Soltero,1,No,Sí,Invalid Date
771,51.0,34559.42737726893,M,Universitario,Casado,1,No,Sí,25 de December del 2021
772,20.0,29709.945712346984,n,Universitario,Casado,0,Sí,No,15 de October del 2016
773,29.0,27164.612206731632,F,Bachillerato,Divorciado,3,No,No,10 de June del 2022
774,18.0,66690.32562484888,F,Maestría,Soltero,2,Sí,No,13 de April del 2018
775,61.0,40561.04909460817,M,Maestría,Divorciado,2,Sí,No,28 de May del 2019
776,22.0,73005.91564874748,F,Bachillerato,Casado,0,No,Sí,2 de April del 2022
777,47.0,41962.978054215535,n,Maestría,,3,Sí,No,9 de June del 2020
778,47.0,24389.630636105798,M,Bachillerato,,1,No,No,17 de May del 2020
779,34.0,33252.13340077011,M,Universitario,Soltero,0,Sí,No,
780,64.0,68537.17430010409,F,Universitario,Soltero,4,Sí,Sí,8 de August del 2020
781,40.0,47661.52733094999,F,Bachillerato,Soltero,3,Sí,No,29 de August del 2017
782,32.0,41775.69055264098,F,Universitario,Casado,4,Sí,No,13 de November del 2023
783,54.0,52400.273387791814,M,Universitario,,4,No,No,
784,38.0,57526.741042513175,M,Bachillerato,Casado,0,Sí,Sí,22 de July del 2015
785,31.0,66760.9822385369,M,Universitario,Divorciado,3,No,No,17 de February del 2020
786,19.0,71727.4884483939,n,Maestría,Soltero,4,No,Sí,Invalid Date
787,28.0,44603.470313163714,M,Universitario,Soltero,3,Sí,Sí,16 de September del 2018
788,56.0,,M,Bachillerato,Casado,2,No,No,24 de July del 2021
789,55.0,43798.02258315086,F,Maestría,Soltero,4,Sí,Sí,15 de December del 2022
790,51.0,53904.20759874329,M,Maestría,Divorciado,4,No,No,Invalid Date
791,55.0,35543.61610684084,M,Universitario,Soltero,3,No,Sí,2 de September del 2017
792,51.0,35642.73627657436,F,Maestría,Soltero,2,Sí,Sí,Invalid Date
793,35.0,55156.81822324828,F,Bachillerato,Divorciado,4,Sí,No,2 de August del 2015
794,47.0,49270.214726443235,M,Maestría,Casado,0,No,No,30 de August del 2017
795,32.0,50491.9549311738,F,Universitario,,3,Sí,Sí,14 de December del 2022
796,44.0,38622.569979498956,M,Universitario,Soltero,3,Sí,Sí,
797,51.0,46543.98928691349,n,Maestría,Divorciado,4,No,Sí,7 de December del 2020
798,55.0,36136.502835975436,M,Bachillerato,Casado,2,No,Sí,17 de April del 2019
799,50.0,63352.9761668718,F,Bachillerato,Casado,4,Sí,No,6 de May del 2022
800,41.0,65528.74002085629,M,Universitario,Casado,1,No,Sí,17 de October del 2015
801,32.0,,F,Universitario,Soltero,4,Sí,Sí,3 de October del 2023
802,47.0,,F,Bachillerato,Divorciado,1,Sí,No,23 de July del 2018
803,59.0,,F,Maestría,Soltero,0,No,Sí,
804,34.0,40249.64098389653,F,Maestría,Casado,3,Sí,No,3 de December del 2017
805,22.0,48748.43045314459,F,,Divorciado,3,No,No,21 de June del 2020
806,46.0,28255.321704522048,F,Maestría,Soltero,2,Sí,No,14 de June del 2016
807,21.0,36172.1028031203,F,Bachillerato,Casado,4,Sí,Sí,24 de September del 2018
808,27.0,34940.63941877752,M,Universitario,,0,Sí,No,4 de August del 2015
809,34.0,53109.00994098416,M,Universitario,Soltero,1,No,No,17 de November del 2023
810,27.0,51040.16505554376,F,,Casado,2,No,No,16 de August del 2015
811,34.0,39173.9366999412,F,Bachillerato,Casado,0,Sí,Sí,12 de October del 2015
812,37.0,52652.31308209097,M,Bachillerato,Divorciado,0,No,Sí,Invalid Date
813,41.0,41799.79873119102,M,Maestría,Casado,1,No,Sí,23 de June del 2018
814,22.0,45925.1733451092,F,Maestría,Soltero,1,Sí,Sí,21 de October del 2023
815,51.0,75101.78135447805,M,Maestría,Divorciado,3,No,No,Invalid Date
816,23.0,70106.91577685522,M,Universitario,Soltero,4,No,No,Invalid Date
817,19.0,30506.281446086035,F,Maestría,Casado,2,No,No,Invalid Date
818,30.0,62445.98626818762,F,,Divorciado,4,Sí,Sí,3 de January del 2015
819,60.0,62170.948317373884,n,Bachillerato,,2,Sí,No,4 de March del 2018
820,60.0,32776.050668710726,M,Bachillerato,Divorciado,0,No,Sí,18 de May del 2021
821,28.0,62281.66465632291,F,,Divorciado,1,Sí,Sí,11 de November del 2021
822,64.0,73068.97877618829,F,,Soltero,1,No,Sí,7 de July del 2022
823,40.0,33161.82790633379,M,Universitario,Casado,0,Sí,No,4 de April del 2020
824,33.0,36237.457684786044,F,Universitario,Casado,0,No,No,23 de April del 2023
825,48.0,65264.922002652536,M,Maestría,Divorciado,2,Sí,Sí,26 de June del 2021
826,28.0,54072.42966238472,M,Bachillerato,Casado,0,No,No,9 de August del 2018
827,33.0,58272.144128592845,M,Maestría,Soltero,2,Sí,Sí,2 de January del 2017
828,25.0,55108.83824600745,M,Universitario,Casado,4,No,No,3 de February del 2022
829,21.0,,M,Maestría,Soltero,1,Sí,Sí,
830,57.0,30102.918075333757,M,Maestría,Soltero,1,Sí,Sí,30 de November del 2022
831,21.0,,n,Bachillerato,Casado,1,Sí,Sí,
832,42.0,67543.8498864166,F,Maestría,Soltero,4,No,No,19 de September del 2017
833,20.0,46559.13883897958,F,Bachillerato,Soltero,4,No,No,Invalid Date
834,49.0,49347.84575279206,M,Universitario,Soltero,3,No,No,9 de December del 2019
835,20.0,,F,,Soltero,2,Sí,No,16 de February del 2023
836,44.0,57713.821340267525,M,Universitario,,2,No,No,8 de March del 2023
837,46.0,58580.86162571216,F,Bachillerato,Casado,3,Sí,Sí,15 de December del 2017
838,49.0,49067.134745010335,M,Universitario,Divorciado,1,Sí,No,13 de April del 2015
839,36.0,66865.30039805754,F,Universitario,,2,Sí,Sí,23 de March del 2017
840,38.0,44988.84153530089,M,Bachillerato,Casado,2,No,No,9 de August del 2018
841,22.0,58469.088888404,F,Universitario,Soltero,1,Sí,No,14 de April del 2020
842,35.0,34705.034919618265,M,Universitario,,0,No,No,16 de June del 2023
843,45.0,49646.71773688643,F,Universitario,Divorciado,0,No,Sí,6 de April del 2021
844,59.0,47384.68613145746,M,Maestría,Casado,3,Sí,No,9 de August del 2016
845,39.0,,F,Universitario,Soltero,4,No,Sí,Invalid Date
846,38.0,44457.096067499624,F,Bachillerato,Casado,2,Sí,No,26 de February del 2023
847,23.0,48027.911064924985,F,Maestría,Casado,2,Sí,Sí,3 de September del 2022
848,18.0,62390.707571622595,M,,,3,No,Sí,24 de November del 2023
849,22.0,43448.53644142674,M,Bachillerato,Soltero,3,Sí,Sí,
850,58.0,25901.34348891981,n,Universitario,Casado,2,Sí,Sí,27 de September del 2018
851,29.0,76243.75856308131,M,Maestría,Divorciado,1,Sí,No,9 de November del 2018
852,43.0,70721.8111803573,M,Maestría,Casado,1,No,No,8 de December del 2020
853,63.0,30616.05957341572,F,Maestría,,4,No,Sí,Invalid Date
854,51.0,60345.61707867791,M,Universitario,,2,No,No,Invalid Date
855,31.0,42455.37844172985,F,Maestría,Casado,2,Sí,Sí,9 de March del 2015
856,43.0,53952.30822996589,F,Bachillerato,Casado,2,Sí,No,11 de July del 2018
857,62.0,54413.3619352024,M,Universitario,Casado,2,No,No,18 de October del 2015
858,44.0,46483.88299525517,F,Bachillerato,Soltero,3,No,No,
859,26.0,38243.51501620405,M,Bachillerato,Divorciado,0,No,Sí,
860,43.0,39641.88421525611,M,Maestría,Divorciado,2,No,No,
861,64.0,,M,Maestría,Casado,0,No,Sí,25 de May del 2019
862,39.0,37522.66687654333,F,Maestría,,1,Sí,No,26 de March del 2023
863,64.0,48992.32564925967,M,Bachillerato,Soltero,4,No,Sí,9 de September del 2020
864,47.0,39263.60016333872,n,Universitario,Soltero,1,Sí,No,24 de June del 2023
865,60.0,60230.7809856893,M,Maestría,Soltero,2,Sí,Sí,3 de March del 2023
866,34.0,72308.6923300389,F,Maestría,Soltero,1,Sí,Sí,27 de July del 2018
867,43.0,41299.201379449354,n,,Soltero,3,Sí,Sí,11 de September del 2019
868,53.0,53591.067508030654,F,Universitario,Casado,0,No,No,23 de April del 2016
869,18.0,57495.27665454401,F,Bachillerato,Divorciado,2,Sí,Sí,18 de October del 2020
870,25.0,57080.03406378911,M,Maestría,Divorciado,3,No,No,17 de December del 2015
871,52.0,,n,Bachillerato,Casado,0,Sí,Sí,4 de October del 2021
872,32.0,61140.23627539584,F,Maestría,Divorciado,3,No,Sí,28 de July del 2015
873,64.0,57233.73429020986,n,Universitario,Soltero,1,No,Sí,21 de November del 2019
874,39.0,31435.063665090533,M,Bachillerato,Soltero,2,Sí,No,5 de May del 2017
875,31.0,63037.340965839096,M,Maestría,Divorciado,1,No,No,10 de February del 2019
876,43.0,63309.36255900113,F,Maestría,Soltero,4,Sí,No,17 de October del 2015
877,45.0,38550.70843732128,M,Maestría,Soltero,2,No,No,19 de January del 2020
878,40.0,50569.067531714034,F,Maestría,Divorciado,1,Sí,No,2 de October del 2018
879,31.0,60249.93489216604,F,Bachillerato,Casado,2,Sí,No,25 de December del 2019
880,41.0,46860.29270630958,F,Maestría,Divorciado,0,No,No,20 de October del 2022
881,19.0,,F,Bachillerato,Divorciado,2,No,Sí,26 de April del 2018
882,62.0,85458.08741929042,F,Maestría,Divorciado,2,Sí,Sí,17 de September del 2019
883,43.0,,M,Bachillerato,Divorciado,0,Sí,No,10 de March del 2020
884,31.0,29284.330952693377,M,Bachillerato,Casado,1,No,No,27 de April del 2020
885,24.0,54557.27893407314,F,Maestría,Casado,2,Sí,No,5 de January del 2021
886,20.0,60823.43757689215,F,,Soltero,3,Sí,No,17 de February del 2018
887,64.0,46537.00439232847,M,Maestría,Soltero,2,Sí,No,Invalid Date
888,40.0,71798.90994981551,M,Maestría,Divorciado,1,No,Sí,24 de February del 2016
889,63.0,29920.91300415127,F,Universitario,Soltero,0,Sí,No,
890,60.0,60393.77934547416,F,Maestría,Casado,1,Sí,No,6 de June del 2020
891,64.0,40912.0876886166,M,Maestría,Soltero,4,No,No,2 de October del 2023
892,62.0,75790.66859310945,M,Maestría,Soltero,2,Sí,Sí,13 de November del 2022
893,35.0,79887.73029752178,F,,Soltero,2,Sí,Sí,24 de December del 2016
894,55.0,38500.15118324978,M,Maestría,Divorciado,0,Sí,Sí,19 de February del 2017
895,52.0,,n,Bachillerato,,2,Sí,Sí,22 de July del 2018
896,32.0,62893.81830469703,F,Bachillerato,Casado,3,No,No,17 de February del 2023
897,42.0,44193.04025315728,F,Bachillerato,Casado,3,Sí,Sí,10 de May del 2019
898,54.0,49318.83173101643,F,Bachillerato,Casado,1,Sí,Sí,
899,45.0,50380.82630813615,M,Universitario,Casado,0,Sí,Sí,13 de March del 2016
900,27.0,21204.902657035156,F,Maestría,,4,Sí,Sí,
901,56.0,49792.433808586444,M,Bachillerato,Divorciado,1,Sí,Sí,10 de January del 2015
902,34.0,,F,Maestría,,0,No,No,27 de March del 2018
903,56.0,42603.15766400342,F,Bachillerato,Casado,0,No,Sí,Invalid Date
904,39.0,71654.48005203222,n,,Divorciado,1,Sí,Sí,Invalid Date
905,43.0,31152.396585811155,M,Bachillerato,,1,Sí,Sí,13 de February del 2015
906,61.0,62198.07780121966,F,Maestría,Casado,2,No,No,9 de March del 2020
907,42.0,45815.55604502287,F,Maestría,Casado,4,No,No,Invalid Date
908,34.0,45803.597472562484,M,Universitario,Divorciado,3,No,No,17 de March del 2019
909,30.0,61855.57844077567,F,Maestría,Casado,2,Sí,No,7 de September del 2016
910,37.0,55100.76941853335,M,Maestría,Casado,0,Sí,No,5 de July del 2016
911,42.0,58559.19495829297,M,,Soltero,4,Sí,No,7 de June del 2022
912,21.0,64522.769907992915,F,Maestría,Divorciado,4,Sí,No,16 de February del 2023
913,27.0,45030.374252250156,M,,Soltero,1,Sí,No,18 de December del 2017
914,20.0,40816.44898238374,M,Universitario,Soltero,4,Sí,Sí,Invalid Date
915,58.0,33722.742101633026,M,Maestría,Divorciado,4,No,Sí,15 de April del 2019
916,62.0,37618.842050315674,F,Bachillerato,,0,No,No,26 de November del 2022
917,35.0,94236.41637963089,M,Maestría,Casado,2,Sí,Sí,21 de April del 2023
918,64.0,68670.1937110518,F,Bachillerato,,4,Sí,No,Invalid Date
919,53.0,,F,Universitario,Divorciado,1,Sí,Sí,
920,64.0,30163.130648846447,F,Bachillerato,Casado,2,No,Sí,27 de May del 2015
921,39.0,57227.99092577737,M,Maestría,,1,No,No,27 de April del 2018
922,51.0,58208.97196066951,M,Bachillerato,,4,No,Sí,29 de December del 2023
923,64.0,58233.25752976046,F,Maestría,,2,No,No,30 de May del 2019
924,25.0,46175.66309669453,F,Universitario,Soltero,4,Sí,No,16 de September del 2021
925,57.0,48118.186099956496,M,Bachillerato,Soltero,0,No,Sí,
926,61.0,54918.19286239036,F,Maestría,Casado,2,No,No,24 de November del 2016
927,36.0,51288.39509439996,F,Maestría,Divorciado,1,Sí,Sí,18 de December del 2018
928,59.0,16710.494408786974,M,Maestría,Casado,0,Sí,Sí,16 de January del 2023
929,58.0,46553.00554137209,F,Bachillerato,,3,Sí,No,27 de April del 2017
930,54.0,37228.903486095296,M,Bachillerato,Casado,1,No,No,14 de October del 2018
931,23.0,52628.17128362768,M,Bachillerato,Soltero,4,Sí,No,19 de July del 2023
932,43.0,,F,Universitario,Casado,1,No,No,15 de August del 2015
933,51.0,55512.22498211457,M,,Divorciado,3,No,No,11 de May del 2023
934,62.0,45297.054707414034,M,Maestría,Casado,1,No,Sí,22 de August del 2023
935,23.0,63827.02252965878,M,Universitario,Divorciado,0,No,No,3 de April del 2019
936,54.0,57240.31830813819,F,Universitario,Divorciado,1,Sí,Sí,16 de March del 2022
937,50.0,56301.417356777616,F,Bachillerato,Casado,2,Sí,No,18 de November del 2018
938,39.0,59102.758898235064,F,Bachillerato,Divorciado,3,No,Sí,26 de March del 2015
939,38.0,80848.15347244313,n,Bachillerato,Divorciado,1,Sí,Sí,22 de April del 2015
940,23.0,33036.673470111265,M,Bachillerato,Soltero,3,No,Sí,21 de February del 2015
941,23.0,57104.481152171815,F,Bachillerato,Soltero,0,No,Sí,10 de January del 2017
942,21.0,36104.28305027692,F,Bachillerato,Divorciado,2,Sí,Sí,25 de February del 2015
943,47.0,58332.689695133726,M,Universitario,Casado,4,Sí,No,16 de October del 2016
944,28.0,36219.70232770858,F,,Divorciado,1,No,Sí,8 de January del 2015
945,47.0,43739.49779592374,F,Universitario,Casado,0,Sí,No,22 de November del 2022
946,48.0,45573.651286431406,F,Maestría,Soltero,3,No,Sí,8 de January del 2018
947,41.0,64637.250790170634,F,Maestría,Casado,3,Sí,No,3 de May del 2020
948,26.0,63776.81665913621,F,Bachillerato,Divorciado,0,No,Sí,29 de December del 2022
949,20.0,31314.239353304234,n,Universitario,Divorciado,1,No,Sí,13 de January del 2020
950,48.0,50824.01166499773,F,Maestría,Divorciado,4,Sí,No,6 de March del 2021
951,57.0,39356.30217876241,F,Maestría,Divorciado,1,Sí,No,10 de November del 2022
952,54.0,31122.42633986998,M,,Divorciado,2,No,Sí,17 de August del 2019
953,53.0,46744.74424363444,M,Maestría,Casado,1,Sí,Sí,10 de July del 2023
954,41.0,45372.75817316271,M,Maestría,Divorciado,2,Sí,No,
955,48.0,86400.74729518284,M,Universitario,Soltero,3,No,Sí,14 de March del 2019
956,23.0,56494.397380410446,F,Maestría,Divorciado,2,No,Sí,29 de April del 2020
957,19.0,29335.73748868644,F,Universitario,Casado,4,Sí,No,14 de February del 2016
958,37.0,41528.389937435866,F,Maestría,Divorciado,0,Sí,Sí,2 de March del 2017
959,45.0,65320.74943144098,F,Universitario,Divorciado,2,No,Sí,27 de February del 2016
